Tienda,Dirección,Ciudad,Estado,latitude,longitude
Churubusco,"Cerro De Las Torres 229, Campestre Churubusco",Ciudad De Mexico,Estado De México,,
Pedregal,"Av San Jeronimo 273, La Otra Banda",Ciudad De Mexico,Estado De México,,
Georgia,"Calle Georgia 53, Napoles",Ciudad De Mexico,Estado De México,,
Revolución,"Av. Revolución 1151, Merced Gomez",Ciudad De Mexico,Estado De México,,
Del Valle,"Heriberto Frías 1107, Del Valle",Ciudad De Mexico,Estado De México,,
Michoacán,"Av. Mexico 38, Condesa",Ciudad De Mexico,Estado De México,,
Lindavista,"Av. Montevideo 360, Lindavista",Ciudad De Mexico,Estado De México,,
Periferico,"Calzada De Tlalpan 4467, Toriello Guerra",Ciudad De Mexico,Estado De México,,
Los Morales,"Horacio 1740, Chapultepec Morales",Ciudad De Mexico,Estado De México,,
Bosques De Las Lomas,"Bosques De Duraznos 187 Loc. 1 , Bosques De Las Lomas",Ciudad De Mexico,Estado De México,,
Virreyes,"Aguiar Y Seixas 123, Molino Del Rey",Ciudad De Mexico,Estado De México,,
Coyoacan,"Av. Miguel Angel De Quevedo 870, Barrio De La Concepcion",Ciudad De Mexico,Estado De México,,
Homero,"Av. Homero 310, Chapultepec Morales",Ciudad De Mexico,Estado De México,,
Jardines Del Pedregal,"Av. De Las Fuentesl 490, Jardines Del Pedregal",Ciudad De Mexico,Estado De México,,
Copilco,"Av. Copilco 75, Copilco El Bajo",Ciudad De Mexico,Estado De México,,
Luis Cabrera,"Av. Contreras 386, Sn. Jeronimo Lidice",Ciudad De Mexico,Estado De México,,
Girasoles,"Rancho San Lorenzo 6, Los Girasoles",Ciudad De Mexico,Estado De México,,
Patio Pedregal,"Periférico Sur 5270, Sta Ursula Coyoacán",Ciudad De Mexico,Estado De México,,
Rio Churubusco,"Av. Rio Churubusco 129, Portales",Ciudad De Mexico,Estado De México,,
División Del Norte,"Av. División Del Norte 3651, Sn. Pablo Tepetlapa",Ciudad De Mexico,Estado De México,,
Santa Fe,"Av.Tamaulipas 3000, La.Rosita",Ciudad De Mexico,Estado De México,,
Fuentes Del Pedregal,"Union 3, Lomas Del Pedregal",Ciudad De Mexico,Estado De México,,
Av. Toluca,"Av. Toluca 511, Col. Olivar De Los Padres",Ciudad De Mexico,Estado De México,,
Vista Hermosa,"Av. Noche De Paz 38, Granjas Navidad",Ciudad De Mexico,Estado De México,,
Axomiatla,"Calzada De Las Aguilas 1819, San Antonio Tarango",Ciudad De Mexico,Estado De México,,
San Rafael Ii,"Miguel Flores N° 15., Unidad Habitacional San Rafael",Coacalco,Estado De México,,
Sta Maria,"Avenida Lopez Portillo # 2, Colonia San Francisco",Coacalco,Estado De México,,
Coacalco,"Via Jose Lopez Portillo 101C, Colonia Zacuautitla",Coacalco,Estado De México,,
Las Flores,"Boulevard Las Flores N° 354, Mz 7 Lt 13-Bis, Villa De Las Flores",Coacalco De Berriozabal,Estado De México,,
Hacienda San Pablo,"Rafael Valdovinos N° 36, San Lorenzo Textlixtac",Coacalco De Berriozabal,Estado De México,,
Canosas,"Via Lopez Portillo N° 59, Coacalco De Berriozabal Cabecera Municipal",Coacalco De Berriozabal,Estado De México,,
Coacalco,Via Jose Lopez Portillo No 101.,Coacalco De Berriozabal,Estado De México,,
Santa María Coacalco,Vía José López Portillo No. 2,Coacalco De Berriozabal,Estado De México,,
Eje 8,"Av. Enrique Millan Cejudo N° 263, Local 13., Unidad San Rafael 1A Sección",Coacalco De Berriozabal,Estado De México,,
Coacalco,Via Jose Lopez Portillo No. 101-E,Coacalco De Berriozabal,Estado De México,,
Coatepec Harinas,Calle Nigromante No. 7,Coatepec Harinas,Estado De México,18.9227033,-99.7669905
,Av. Jorge Jiménez Cantú Lote 2 Manzana S/N Colonia Ex - Hacienda San Miguel,Cofradías,Estado De México,,
Santa Elena,Carretera Cuautitlan-Tultepec No. 2,Cuautitlan,Estado De México,,
Santa Elena,Carretera Cuautitlan - Tultepec No. 2 Santa Lucia Y Camino Viejo El Quemado,Cuautitlan,Estado De México,,
San Marcos Izcalli,Av. Chalma No. 281,Cuautitlan Izcalli,Estado De México,19.6698213,-99.2133635
Aurora,Av. Circunvalación Lote 1 Mza Parcela 23-Z-2 2/3,Cuautitlan Izcalli,Estado De México,,
Plaza Del Lago,Av. Cuautitlán Izcalli S/N,Cuautitlan Izcalli,Estado De México,,
Perinorte,Autopista Mexico-Queretaro Km 30.2,Cuautitlan Izcalli,Estado De México,,
Periférico Cuautitlan,Aut. México-Querétaro Km. 36.5 Lte. 1,Cuautitlan Izcalli,Estado De México,,
Cuautitlan,"Temoaya 34 B Lote 2, Colonia Centro Urbano",Cuautitlan Izcalli,Estado De México,,
Periférico Cuautitlán,Autopista Mex-Qro. Km 36.5 Lote 1 S/N,Cuautitlan Izcalli,Estado De México,,
Cuautitlán Izcalli,Av. 1Ro De Mayo 17,Cuautitlan Izcalli,Estado De México,,
Plaza El Camino Cuautitlán,"Prolongacion Amado Nervo S/N, Paseo De Santa Maria",Cuautitlán,Estado De México,,
Parque San Mateo,"Paseo Teodoro González De León N° 2, Fraccionamiento Parque San Mateo",Cuautitlán,Estado De México,,
Hacienda De Cuautitlán,"Camino Rancho Xaltipa N° 300, Conjunto Urbano Hacienda De Cuautitlan",Cuautitlán,Estado De México,,
La Alborada,"Paseo Del Monte Cristo Manzana 18 Lote 1, La Alborada",Cuautitlán,Estado De México,,
Joyas De Cuautitlán,"Boulevard La Joya Sur Mz 25 Lt 1, Joyas De Cuautitlan",Cuautitlán,Estado De México,,
Galaxia Cuautitlán,"Lic. Arturo Montiel Rojas Mza 16 Lt 37, Conjunto Galaxia",Cuautitlán,Estado De México,,
,Av. Paseo De La Constitución S/N L-1 Mz. C-34 B Col Centro Urbano,Cuautitlán,Estado De México,,
Av. Zacatecas,"Av. Pintores Mz 14 Lt 3 S/N, Santa Maria Guadalupe Las Torres 1A Sección",Cuautitlán Izcalli,Estado De México,,
Rancho San Antonio,"Av. Chalma Lt Unico Mz 9 L 10 Al 16 Y 21 Al 25., San Antonio",Cuautitlán Izcalli,Estado De México,,
Claustros,"Camino A Axotlan Manzana 6 Local 31 Al 39, Claustros De San Miguel",Cuautitlán Izcalli,Estado De México,,
Tepojaco,"Camino A San Pedro Tepojaco Manzana 8 Lote 11, Lomas De San Francisco",Cuautitlán Izcalli,Estado De México,,
Quetzalcóatl,"Av. Quetzalcoatl Manzana 4 Zona 2 Lote 14 Y 15, Santiago Tepalcapa",Cuautitlán Izcalli,Estado De México,,
Azalea,"Av. Miguel Hidalgo N° 58 Lote 42 Zona A, Plan De Guadalupe Victoria",Cuautitlán Izcalli,Estado De México,,
Tepalcatli,"Av. Quetzalcoatl N° 7 Zona 01 Lote 11, Santiago Tepalcapa",Cuautitlán Izcalli,Estado De México,,
Joyas Del Alba,"Av. Paseos Del Alba N° 240, Santiago Tepalcapa",Cuautitlán Izcalli,Estado De México,,
Infonavit Izcalli,"Av. Miguel Hidalgo Lote 8 Manzana 311, San Martín Tepetlixpan",Cuautitlán Tepetlixpan,Estado De México,,
,Avenida Morelos S/N San Gregorio Cuautzingo,Cuautzingo,Estado De México,19.2653636,-98.8559747
,Camino A San Antonio La Concepcion No. 600,Dimas,Estado De México,,
5 De Febrero,"5 De Febrero N° 8, Santa Clara",Ecatepec,Estado De México,19.5437772,-99.0604342
Via Morelos,"Avenida Via Morelos 351-A, Colonia Santa Clara",Ecatepec,Estado De México,,
Héroes Ecatepec Iii,"Circuito Josefa O De Dominguez Mz 2 Lt 1, Los Heroes De Ecatepec 3A Sección",Ecatepec,Estado De México,,
Puerto Rico,"Av. Insurgentes Mz 18 Lt 1, Tierra Blanca",Ecatepec,Estado De México,,
Los Chopos,"Av. Los Chopos S/N, Ejidos De San Cristobal",Ecatepec,Estado De México,,
,Av Lopez Portillo #410 Col Guadalupe Victoria Ecatepec Edo De Mex,Ecatepec,Estado De México,,
Super Plaza Ecatepec,Ave. Carlos Hank Gonzalez S/N,Ecatepec De Morelos,Estado De México,,
Centro Ecatepec,"Av. Morelos Oriente N° 75, San Cristobal Centro",Ecatepec De Morelos,Estado De México,,
Jardines De Morelos,"Av. Jardínes De Morelos Mz 955, Lt. 3 N° 472, Jardines De Morelos",Ecatepec De Morelos,Estado De México,,
Valle De Guadiana,"Av. Hank Gonzalez Mz 26 Lt 15, 16 Y 18, Granjas Valle De Guadalupe",Ecatepec De Morelos,Estado De México,,
Granjas Independencia,"Circuito Cesar Camacho Quiroz Mz 13 Lt 6 S/N, Granjas Independencia",Ecatepec De Morelos,Estado De México,,
Grieta Ecatepec,"Av. Jardines De Morelos Mz 362 Lt 1, Jardines De Morelos",Ecatepec De Morelos,Estado De México,,
Vía Morelos Ii,"Via Morelos N° 267, Santa Maria Tutlpetlac",Ecatepec De Morelos,Estado De México,,
Jose Ma Morelos,"Jose Maria Morelos Norte Manzana 4 Lote 2B, Fracc 1D S/N, Los Heroes De Ecatepec 1A Secc",Ecatepec De Morelos,Estado De México,,
Héroes Ecatepec Iv,"Niños Heroes Norte S/N Manzana 1 Lote 8D, Los Heroes De Ecatepec 4A Sección",Ecatepec De Morelos,Estado De México,,
Amapola,"Amapola Mz 12 Lt 9, La Florida",Ecatepec De Morelos,Estado De México,,
Norte 8,"Norte 8 Mz Z Lt 15 Y 16, Ruiz Cortinez",Ecatepec De Morelos,Estado De México,,
Tepic Xalostoc,"Gustavo Garmendia Mz S/N Lt S/N, San Pedro Xalostoc",Ecatepec De Morelos,Estado De México,,
Pacifico Ecatepec,"Calzada De La Viga N° 117 Mz Vi Lote 2, Jalalpa",Ecatepec De Morelos,Estado De México,,
Las Américas,"Av. Simon Bolivar Manzana 133 Lote 1, Las Americas",Ecatepec De Morelos,Estado De México,,
Av. Central,"Av. Central N° 26, Olimpica 2",Ecatepec De Morelos,Estado De México,,
Querétaro Ecatepec,"Tlalnepantla Manzana 38 Lote 2 S/N, Jardines De Morelos 5A Sección",Ecatepec De Morelos,Estado De México,,
Durazno,"Durazno Mz 348 Lot 10, Granjas Independencia",Ecatepec De Morelos,Estado De México,,
La Morenita,"Av. Nuestra Señora De Guadalupe Manzana 35 Lote 25,26 Y 27, La Guadalupana",Ecatepec De Morelos,Estado De México,,
La Concha,"Mayas 58 Mz 521 Lt 1, Cd Azteca",Ecatepec De Morelos,Estado De México,,
Júcar,"Alamo Manzana 6 Lote 37 Y 38, Prizo",Ecatepec De Morelos,Estado De México,,
Plaza Aragon,Av. Central No 120 Local 62 Al 68 Y 118,Ecatepec De Morelos,Estado De México,,
Altavilla,"Via Morelos N° 140, Altavilla",Ecatepec De Morelos,Estado De México,,
Lourdes Sur 34,"Av. Lourdes N° 65, Nuevo Paseo De San Agustin",Ecatepec De Morelos,Estado De México,,
Ecatepec Centro,Av . Revolucion 1560,Ecatepec De Morelos,Estado De México,19.6027129,-99.0435071
Aragón,"Boulevard De Los Guerreros S/N, Colonia Ciudad Azteca",Ecatepec De Morelos,Estado De México,19.5312328,-99.0223823
Las Américas,Av. Central,Ecatepec De Morelos,Estado De México,19.5125596,-99.0374358
Las Americas,Av. Central Av. 1° De Mayo Mz 04 Lt. 01,Ecatepec De Morelos,Estado De México,,
Ecatepec Centro,Av. Revolución S/N,Ecatepec De Morelos,Estado De México,,
Multiplaza Aragón,Av. Carlos Hank Gonzalez #120,Ecatepec De Morelos,Estado De México,19.5373432,-99.0268014
Las Americas,"Av. Hank Gonzalez Esquinal 1Ra De Mayo Maz 11 Lt 2, Colonia Las Americas",Ecatepec Edo De Mexico,Estado De México,,
,Av. De Las Granjas N° 41,El Molinito,Estado De México,19.4447369,-99.2507934
,Av. Centro Industrial N° 14 Y 16 Lotes 6 Y 7,El Oro,Estado De México,,
El Oro,Av. Vía Del Ferrocarril S/N,El Oro,Estado De México,,
,Paseo De Los Sauces N° 5,El Tenayo,Estado De México,,
San Mateo,"Antiguo Camino A San Mateo 20, Anexo Coamilco",Estado De Mexico,Estado De México,,
Viveros,"Calle 8 1, Viveros Del Valle",Estado De Mexico,Estado De México,,
Lomas Anahuac,"Avenida De Los Bosques 234, Lomas De Tecamachalco",Estado De Mexico,Estado De México,,
Lomas Verdes,"Av 20 De Noviembre , Lomas Verdes",Estado De Mexico,Estado De México,,
,Vía López Portillo #149 Fuentes Del Valle Tultitlán Edo De Mex,Fuentes Del Valle,Estado De México,,
,Av. Gobernadora 50-E Colonia Tulpetlac,Gobernadora,Estado De México,,
,Vialidad Mexiquense #2 Los Heroes De Tecamac Tecamac Edo De Mex,Guadalupana,Estado De México,,
Huehuetoca Paseo Del Rey,"Av. Paseo Del Rey, Manzana 23 Lote 35, Urbi Villa Del Rey 3Era Etapa",Huehuetoca,Estado De México,,
Citara,"Calle Paseo Victoria Mz 22 N° 2, Fracc. Citara Cd Integral",Huehuetoca,Estado De México,,
,Blvrd. Jorobas-Huehuetoca Km 4.5 Barrio De Salitrillo,Huehuetoca,Estado De México,,
Pegaso,"Pegaso Manzana 15 Lote 63-A, Santa Teresa V",Huehuetoca,Estado De México,,
Piracanto,"Picaranto S/N Manzana 12 Lote 19B, Santa Teresa 1",Huehuetoca,Estado De México,,
Jorobas,Carretera Jorobas-Tula 02 38 Manzana 125 Nte 1 Camino A Santa Teresa,Huehuetoca,Estado De México,,
El Dorado,"Av. Azteca Manzana 8 Lote 12, El Dorado Huehuetoca",Huehuetoca,Estado De México,,
Interlomas,Blvd. Magnocentro No. 35 Lote 1 Manzana Ii,Huixquilucan,Estado De México,,
Fuentes De Las Lomas,"Av. Jesus Del Monte 37, Jesus Del Monte",Huixquilucan,Estado De México,,
Av. Jesus Del Monte,Blvd. Paseo Interlomas # 5,Huixquilucan,Estado De México,19.3974768,-99.284006
Bosque De Minas,"Av. Bosque De Mina 33, Bosques De La Herradura",Huixquilucan,Estado De México,,
Jesús Del Monte,Blvd. Paseo Interlomas No. 5,Huixquilucan,Estado De México,19.3974768,-99.284006
,José Ma. Pino Suarez No. 52 Los Heroes Tecamac Tecamac Edo De Mex,Héroes Tecamac,Estado De México,,
Ixtapaluca,Carretera Mexico- Cuautla Locales 3A Y 3B S/N,Ixtapaluca,Estado De México,,
Ixtapaluca,"Carretera Mexico-Cuautla Lt- 3A Y 3B S/N, Colonia Col.Hacienda De Santa Barbara",Ixtapaluca,Estado De México,,
Las Palmas Iii,"Palmera Yaka Mz 10 Lt 01, Cu Las Palmas Hacienda",Ixtapaluca,Estado De México,,
Valle Verde,"Av. Cuauhtemoc N° 46, Valle Verde",Ixtapaluca,Estado De México,,
Tlalpizahuac,"Carretera Federal México-Puebla Km 22.5, Tlalpizahuac",Ixtapaluca,Estado De México,,
Camino Real A Canutillo,"Av. Camino A La Venta S/N, La Venta",Ixtapaluca,Estado De México,,
,Carretera Federal México- Cuautla Km 30.5 Fracc. Hacienda De Santa Barbara Ixtapaluca Estado De Mexico,Ixtapaluca,Estado De México,,
Ixtapaluca,Carretera Federalc Mexico-Cuautla No. 3,Ixtapaluca,Estado De México,,
Vientos Ixtapaluca,"Alvaro Obregón N° 101, Conjunto Urbano Cd De Cuatro Vientos",Ixtapaluca,Estado De México,,
Liq Ayotla,"Carretera Federal Mexico Puebla Km. 26.5 No. 6, Colonia Ayotla Centro",Ixtapaluca Estado De Mexico,Estado De México,,
16 De Septiembre,Prolongacion 16 De Septiembre Num. 803,Ixtapan De La Sal,Estado De México,,
Ixtlahuaca,Boulevard Gustavo Baz S/N.,Ixtlahuaca,Estado De México,,
Jilotepec,Andres Molina Enriquez N°194.,Jilotepec,Estado De México,,
,Av Isaac Colin #281 Las Garzas Coacalco De Berriozabal Edo De Mex,Joyas De Coacalco,Estado De México,,
Juchitepec,Av. Everardo González No. 315,Juchitepec,Estado De México,19.1061422,-98.8820969
,Carmelo Perez No. 774 Benito Juarez Cd. Nezahualcoyotl,La Aurora,Estado De México,,
,Av Venustiano Carranza #3 El Infiernillo Cuautitlán Edo De Mex,La Palma,Estado De México,,
Tepozanes,"Av. Puebla N° 1, Los Reyes Acaquilpan",La Paz,Estado De México,19.3589166,-98.9767605
Los Reyes,"Av. Morelos N° 1 Local D, Los Reyes Acaquilpan",La Paz,Estado De México,,
Valle De Los Reyes,"Calle 9 N° 165, Valle De Los Reyes 1A Sección",La Paz,Estado De México,,
Acaquilpan,"Av. Texcoco N° 74, Los Reyes Acaquilpan",La Paz,Estado De México,19.3668636,-98.9904459
,Av. Río Bravo No. 6,La Paz,Estado De México,19.3689196,-98.9572812
,Hermilio Mena S/N,La Presa,Estado De México,19.5323655,-99.1132119
Lerma Toluca,Rio Lerma No. 5,Lerma,Estado De México,19.2923752,-99.5095065
,Km. 17.5 Carr. Lib. Mex-Puebla,Los Reyes,Estado De México,,
Ocoyoacac,Av. San Martin Chimaltecatl No. 51,Malinalco,Estado De México,,
Visitación,"Carretera Nacional N° 49., Visitacion",Melchor Ocampo,Estado De México,,
,Carr. Melchor Ocampo No.1 Barrio Tlaltepan.,Melchor Ocampo,Estado De México,,
Tecnologico,"Av. Tecnologico 960 Norte, San Salvador Tizatlalli",Metepec,Estado De México,,
Ignacio Comonfort Toluca,"Ignacio Comonfort N° 201, Barrio De Santa Cruz",Metepec,Estado De México,,
Izcalli Toluca,"Adolfo Lopez Mateos Lote 6, San Salvador Tizatlalli",Metepec,Estado De México,,
Pilares,Av. Baja Velocidad No. 1201 Oriente,Metepec,Estado De México,,
Metepec,Leona Vicario No. 502,Metepec,Estado De México,,
Metepec,"Leona Vicario 502, Colonia La Purisima Metepec",Metepec,Estado De México,,
Toluca,Av. Leona Vicario #502 Poniente,Metepec,Estado De México,,
Echegaray,"Via Gustavo Baz 244, Echegaray , Naucalpan De Juarez",Mexico,Estado De México,,
Barrilaco,"Sierra Ventana 750, Lomas De Chapultepec",Miguel Hidalgo,Estado De México,,
Liq. Naucalpan,"Avenida Gustavo Baz 53-D, Colonia Parque Industrial Naucalpan",Naucalpan,Estado De México,,
Lomas Verdes,Super Carretera Lomas Verdes No. 1200 Vi Sección Lomas Verdes,Naucalpan De Juarez,Estado De México,,
Satelite,Circuito 19 Metalurgistas No. 2 Cd. Satelite,Naucalpan De Juarez,Estado De México,,
Lomas Verdes,"Super Carretera Lomas Verde 1200, Colonia La Concordia",Naucalpan De Juarez,Estado De México,,
Satelite,"Manuel Avila Camacho 2495, Colonia Cd Satelite",Naucalpan De Juarez,Estado De México,,
Lomas Verdes,Av. Lomas Verdes No. 1200 Super Carretera Lomas Verdes,Naucalpan De Juarez,Estado De México,,
San Luis Tlatilco,"Avenida Del Rosal Manzan 24 Lote 82, Loma Linda",Naucalpan De Juárez,Estado De México,,
Los Remedios,"Industrial Electrica Mz 2 Lt 15, Lomas De Naucalpan",Naucalpan De Juárez,Estado De México,,
Glorieta Morelos,"Av. Juarez N°1, San Bartolo",Naucalpan De Juárez,Estado De México,,
Minas Palacio,"Av. Minas Palacio N° 10, San Antonio Zomeyucan",Naucalpan De Juárez,Estado De México,19.4578726,-99.2524215
Cerros De Guanajuato,"Cerros De Guanajuato N° 2, Colinas De San Mateo",Naucalpan De Juárez,Estado De México,,
Luis Donaldo Colosio,"Carretera México-Toluca Blvd. Luis Donaldo Colosio N° 1088, San Rafael Chamapa 2A",Naucalpan De Juárez,Estado De México,,
San Rafael Chamapa Ii,"Felipe Carrillo Puerto N° 6, San Rafael Chamapa 2A",Naucalpan De Juárez,Estado De México,,
Nopala,"Av. San Mateo Nopala Manzana 72 Lote 12, San Mateo Nopala",Naucalpan De Juárez,Estado De México,,
Avenida Las Huertas,"Av. De Las Huertas Zona 3 Manzana 34 Lote 1, Las Huertas 3A Sección",Naucalpan De Juárez,Estado De México,,
Ferrocarriles Nacionales,"Ferrocarriles Nacionales N° 38, Ahizotla",Naucalpan De Juárez,Estado De México,,
Loma Colorada,"Av. Palmas Norte 30 Manzana 159 Zona 1., Las Huertas 1A Sección",Naucalpan De Juárez,Estado De México,,
Hacienda Santa Inés,"Av. Hacienda Santa Ines N° 2 Manzana 4 Lote 1, Esquia Hacienda Cocoyoc, Ex Hacienda Santa Ines",Nextlalpan,Estado De México,,
Nextlalpan,Av. Juárez Poniente No. 531,Nextlalpan,Estado De México,,
Ciudad Jardín,"Av. Bordo De Xochiaca No.3 -Lt A2/2A, Colonia Benito Juarez",Nezahualcoyotl,Estado De México,,
Cd. Jardin,Av. Bordo De Xochiaca No. 3 Lt -A2,Nezahualcoyotl,Estado De México,,
Cd. Jardín,Av. Victor No. 3,Nezahualcoyotl,Estado De México,19.4282271,-99.0314265
Cielito Lindo,"Av. Carmelo Perez N° 608, Benito Juarez",Nezahualcóyotl,Estado De México,,
Hombres Ilustres,"Hombres Ilustres Manzana 90 Lote 1 Y 2, Metropolitana 1A Sección",Nezahualcóyotl,Estado De México,,
Riva Palacio,"Vicente Riva Palacio N° 19 Y 21, Estado De México",Nezahualcóyotl,Estado De México,,
Amanecer Ranchero,"Adolfo Lopez Mateos N° 613, Benito Juarez",Nezahualcóyotl,Estado De México,,
La Perla,"Av. Pantitlan Manzana 71 Lote 15, 16, 19 Y 30, La Perla",Nezahualcóyotl,Estado De México,,
Raul Romero,"Av. Romero N° 195, Raul Romero",Nezahualcóyotl,Estado De México,,
Manantiales,"Av. Independencia N° 99, Loma Bonita",Nezahualcóyotl,Estado De México,,
Rancho Grande,"México Lindo N° 396, Benito Juarez",Nezahualcóyotl,Estado De México,,
Vicente Villada,"Ixtacalco S/N M 20 L 7, 8, 28, 29, Vicente Villada",Nezahualcóyotl,Estado De México,,
Maravillas,"Av. Chimalhuacan N° 99, Maravillas",Nezahualcóyotl,Estado De México,,
Esperanza,"Av. Tepozanes N° 109 Manzana 112 Lote 5, La Esperanza",Nezahualcóyotl,Estado De México,,
Nicolas Romero,Blvd. Arturo Montiel Rojas Km 10+700,Nicolas Romero,Estado De México,,
Nicolas Romero,Blvd. Arturo Montiel Rojas S/N Km. 10 + 700,Nicolas Romero,Estado De México,,
Mariano Escobedo,"Mariano Escobedo N° 14, Ignacio Zaragoza",Nicolás Romero,Estado De México,,
La Colmena,"Av Principal Carretera Atizapan N° 6 Esquinna Alcaravanes, Granjas Guadalupe",Nicolás Romero,Estado De México,,
Juarez Barrón,"Benito Juarez S/N, Benito Juarez Barron",Nicolás Romero,Estado De México,,
Mirador Del Conde,"Francisco I Madero S/N, Francisco I Madero 1A Sección",Nicolás Romero,Estado De México,,
San Idelfonso,"Carretera Principal Nicolas Romero-Atizapan De Zaragoza N° 5, San Idelfonso",Nicolás Romero,Estado De México,,
Unidad Magisterial,"Alondras N° 7, Granjas De Guadalupe",Nicolás Romero,Estado De México,,
Nicolás Romero,"Av. 16 De Septiembre N° 10, Hidalgo",Nicolás Romero,Estado De México,,
Independencia Romero,"Avenida Lerdo De Tejada N° 70, Independencia",Nicolás Romero,Estado De México,,
Otumba,Calle Eugenio Monta,Otumba,Estado De México,,
Ozumba,Av. José Antonio Alzate No. 107,Ozumba,Estado De México,,
,Calle Palomas Mz 1 Lt 1 La Veleta Ecatepec Edo De Mex,Palomas,Estado De México,,
,Av. Central Lt 62 Al 68 Y 118 Cd. Azteca 3Ra Seccion Ecatepec Edo. Mex.,Plaza Aragón,Estado De México,,
,Carr. Atizapan Villa Nic. Romero Atizapan Atizapan,Plaza Atizapan,Estado De México,,
,Av. Nezahualcoyolt No.172 Col Cabecera Municipal Chimalhuacan Estado De Mexico,Plaza Chimalhuacán,Estado De México,,
,Autopista México Qro. Km. 37.10,Plaza Cuautitlán,Estado De México,,
,Av. Vía Morelos Km21 No.172 Colonia Laureles,Plaza Ecatepec,Estado De México,,
,Av. Prolongación San Sebastián S/N Lote 2,Portal Chalco,Estado De México,,
,Real Del Arzobispado Mz. 62 Lt. 1 U. Hab. Real De Costitlan,Real De Costitlan,Estado De México,,
,Camino Arenero #650,Río Hondo,Estado De México,,
,Av. Adolfo López Mateos S/N,San Agustín Ecatepec,Estado De México,,
,Paseo San Buenaventura No. 15,San Buenaventura,Estado De México,19.3140674,-98.8593216
Tenería,Av. Nicolás Bravo S/N,San Felipe Del Progreso,Estado De México,,
,Carretera Zumpango-Los Reyes No. 5000,San Juan De La Labor,Estado De México,,
,Carretera Mexico Laredo Km 8 Colonia La Laguna,San Juanico,Estado De México,,
San Mateo Atarasquillo,Carretera Xonacatlan Ameyalco S/N Km 4.7,San Mateo Atarasquillo,Estado De México,,
,Av. Benito Juárez No. 504 Barrio De Santiago,San Mateo Atenco,Estado De México,,
,Camino Real A San Mateo N° 115,San Mateo Nopala,Estado De México,19.5026331,-99.2641539
,Recursos Hidraulicos No 280,San Pablo Tultitlán,Estado De México,,
Chicoloapan,"Carretera México - Texcoco Mz 109 Lote 10, Emiliano Zapata",San Vicente Chicoloapan,Estado De México,,
,Calz. Sta Cecilia #17 Pueblo Sta Cecilia Tlalnepantla,Santa Cecilia,Estado De México,,
,Carr. Mex-Pachuca #3277 Km. 17.5,Santa Clara,Estado De México,,
,Agripin García Estrada N° 403,Santa Cruz,Estado De México,,
,Carretera Himno Nacional S/N,Santa Inés,Estado De México,,
,Av. Catarino Gonzalez Benítez 202,Santiago Tianguistenco,Estado De México,,
,Indio Triste No 47 Metropolitana 2Da Seccion Netzahualcoyotl.,Sor Juana,Estado De México,,
Arboledas,"Autopista Mexico-Queretaro 3985, Colonia Centro Industrial",Talnepantla Edo. Mex,Estado De México,,
,Camino Sanpablo Tecalco S/N Colonia Nueva Santa Maria (De San Pablo Tecalco),Tecalco,Estado De México,,
San Jose Tecamc,Carretera Federal México - Pachuca Km 36.5,Tecamac,Estado De México,19.7923638,-98.9725835
Tecamac,"Carretera Mexico Pachuca Km 36.5 Local. B01, Colonia Hueyotenco",Tecamac,Estado De México,,
Bosques De Mexico,"Boulevard Jardines Mz 59 Lt 1, Los Heroes De Tecamac Ii Sección Jardines",Tecamac,Estado De México,,
Jardines De Tecamac,"Bosques De México Mz 104 Lt 1, Los Heroes De Tecamac 6A Sección",Tecamac,Estado De México,,
Orquídeas,"Av De La Rosa Mz 21 Lt 34, Los Heroes De Tecamac Ii Sección Las Flores",Tecamac,Estado De México,,
Tecamac Centro,"Plazuela Felipe Villanueva S/N, Centro",Tecamac,Estado De México,,
Ahuehuete,"Prolongacion Ahuehuete Manzana 15 Lote 5, Villa Del Real 5A Sección",Tecamac,Estado De México,,
Ciprés,"Cipres Manzana 2 Lote 9, Villa Del Real 4A Sección",Tecamac,Estado De México,,
Cervantes Del Rio,"Hugo Cervantes Del Rio Manzana 110 Lote 1, San Martin Azcatepec",Tecamac,Estado De México,,
Lomas De San Pedro,"Carretera México-Pachuca Manzana 8 Km 32.6 S/N, Loma Bonita",Tecamac,Estado De México,,
Valle San Rafael,"Av. Valle San Rafael Manzana 2 Lote 1, Valle San Pedro",Tecamac,Estado De México,,
Valle De San Gabriel,"Av. Valle De San Gabriel Manzana 17 Lote 29-A, Valle De San Pedro",Tecamac,Estado De México,,
Fidepar,"Bosques De Las Caobas Manzana 69 Lote 21, Los Heroes De Tecamac Ii",Tecamac,Estado De México,,
Ozumbilla,"Carretera México - Pachuca Km 32.5 S/N, Esq Av. 16 De Septiembre, Santa Maria Ozumbilla",Tecamac,Estado De México,,
Hacienda Ojo De Agua,"Paseo De Acueducto Manzana 71 Lote 38, Ojo De Agua",Tecamac,Estado De México,,
Macro Plaza Heroes Tec.,Bosques Del Estado De Mexico No. 2 Lote 1,Tecamac,Estado De México,,
Ojo De Agua Tecamac,Blvd. Valle De San Pedro Lote 1A,Tecamac,Estado De México,,
Escultóricos,"Av. Mexiquense Manzana 10 Lote 6 Sección 1, Los Heroes Tecamac Ii",Tecamac,Estado De México,,
Real Del Cid,"Paseo Campeador N° 1, Enre Las Calles Campeador U Av. Via Real, Real Del Cid",Tecamac,Estado De México,,
